endereco,preco,quartos,banheiros,area
"59064-380, Natal, Estado do Rio Grande do Norte",980000,3.0,5.0,130.0
"Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",518900,4.0,2.0,190.0
"59020-510, Natal, Estado do Rio Grande do Norte",1900000,4.0,5.0,208.0
"59064-380, Natal, Estado do Rio Grande do Norte",980000,3.0,5.0,130.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",369999,3.0,,5.0
"59064-380, Natal, Estado do Rio Grande do Norte",980000,3.0,5.0,130.0
"59092-500, Natal, Estado do Rio Grande do Norte",480000,2.0,2.0,59.0
"59014-100, Natal, Estado do Rio Grande do Norte",2600000,,,
"59082-090, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",481950,3.0,2.0,80.0
"59092-500, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",630000,3.0,3.0,100.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",822998,3.0,4.0,101.0
"59082-000, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",2990000,4.0,6.0,344.0
"Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",360000,3.0,3.0,141.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",490349,3.0,2.0,14.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",724900,3.0,2.0,88.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",1100000,3.0,4.0,160.0
"59088-510, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",180000,2.0,1.0,47.0
"59090-180, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",315000,2.0,2.0,61.0
"59020-300, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",570000,4.0,5.0,187.0
"59020-300, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",380000,2.0,2.0,56.0
"59030-500, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",645000,3.0,5.0,123.0
"Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",310000,3.0,2.0,81.0
"59015-290, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",1200000,4.0,6.0,270.0
"59067-400, Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",125000,2.0,1.0,55.0
"Quintas, Região Oeste, Natal, Estado do Rio Grande do Norte",800000,,,700.0
"59092-300, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",250000,1.0,1.0,40.0
"59063-350, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",750000,3.0,5.0,142.0
"59073-230, Planalto, Região Oeste, Natal, Estado do Rio Grande do Norte",145000,2.0,1.0,
"59012-350, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",180000,1.0,1.0,54.0
"59091-130, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",240000,2.0,2.0,56.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",225500,2.0,2.0,70.0
"59020-200, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",1050000,3.0,4.0,137.0
"59078-420, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",200000,4.0,2.0,82.0
"59092-100, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",295000,2.0,1.0,56.0
"59030-500, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",645000,3.0,5.0,123.0
"Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",190000,2.0,1.0,52.0
"59092-500, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",610000,3.0,2.0,108.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",520000,3.0,4.0,120.0
"59022-350, Lagoa Seca, Região Leste, Natal, Estado do Rio Grande do Norte",280000,2.0,1.0,59.0
"59082-210, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",380000,3.0,3.0,92.0
"59020-330, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",449000,3.0,4.0,156.0
"59086-005, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",340000,2.0,2.0,64.0
"59090-000, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",290000,1.0,1.0,34.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",1200000,3.0,5.0,164.0
"59092-480, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",280000,1.0,1.0,35.0
"Cidade Alta, Região Leste, Natal, Estado do Rio Grande do Norte",340000,3.0,3.0,8.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",1300000,3.0,4.0,130.0
"59090-370, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",1050000,3.0,2.0,120.0
"59064-585, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",560000,3.0,2.0,98.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",590000,3.0,4.0,309.0
"59082-110, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",225000,2.0,2.0,76.0
"Nossa Senhora de Nazaré, Região Oeste, Natal, Estado do Rio Grande do Norte",381055,2.0,2.0,45.0
"59020-300, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",415000,3.0,2.0,92.0
"Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",469000,3.0,4.0,98.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",830000,3.0,4.0,127.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",844631,2.0,2.0,105.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",744812,2.0,2.0,105.0
"59090-430, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",695000,2.0,2.0,115.0
"59056-015, Natal, Estado do Rio Grande do Norte",390000,4.0,5.0,214.0
"59015-010, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",1100000,3.0,2.0,152.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",399000,4.0,4.0,269.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",650000,2.0,3.0,190.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",305488,2.0,2.0,55.0
"Planalto, Região Oeste, Natal, Estado do Rio Grande do Norte",145000,3.0,2.0,72.0
"Nova Descoberta, Região Sul, Natal, Estado do Rio Grande do Norte",350000,3.0,2.0,71.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",265000,1.0,1.0,53.0
"Alecrim, Região Leste, Natal, Estado do Rio Grande do Norte",800000,,5.0,358.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",360000,1.0,2.0,62.0
"59069-450, Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",599000,6.0,4.0,375.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",600000,,,277.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",490000,,2.0,113.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",210000,1.0,1.0,38.0
"59012-200, Ribeira, Região Leste, Natal, Estado do Rio Grande do Norte",600000,,,416.0
"Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",950000,3.0,3.0,253.0
"59020-020, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",255000,2.0,2.0,56.0
"Alecrim, Região Leste, Natal, Estado do Rio Grande do Norte",850000,,2.0,228.0
"Lagoa Seca, Região Leste, Natal, Estado do Rio Grande do Norte",900000,,2.0,130.0
"59022-120, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",299000,2.0,2.0,57.0
"Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",1200000,,8.0,330.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",381000,2.0,2.0,3.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",1500000,,,162.0
"59022-120, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",700000,3.0,2.0,95.0
"59092-440, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",175000,1.0,1.0,45.0
"59092-030, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",280000,1.0,1.0,34.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",230000,1.0,1.0,2.0
"59585-000, Natal, Estado do Rio Grande do Norte",1099000,6.0,6.0,170.0
"59056-300, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",789000,4.0,3.0,110.0
"Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",850000,,5.0,233.0
"Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",950000,6.0,6.0,
"Nossa Senhora da Apresentação, Região Norte, Natal, Estado do Rio Grande do Norte",400000,,6.0,128.0
"59086-005, Natal, Estado do Rio Grande do Norte",900000,4.0,4.0,126.0
"Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",3500000,,10.0,1.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",1100000,4.0,4.0,236.0
"59090-000, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",240000,1.0,1.0,51.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",150000,1.0,1.0,30.0
"59067-400, Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",198000,2.0,1.0,2.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",695000,3.0,4.0,117.0
"Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",284999,3.0,2.0,360.0
"59012-360, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",230000,,,40.0
"Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",950000,,4.0,225.0
"59090-177, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",290000,1.0,1.0,34.0
"59090-140, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",150000,1.0,1.0,
"Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",850000,,1.0,344.0
"59056-000, Natal, Estado do Rio Grande do Norte",120000,1.0,1.0,29.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",764000,3.0,3.0,3.0
"59064-380, Natal, Estado do Rio Grande do Norte",839000,4.0,6.0,447.0
"59092-500, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",1500000,3.0,5.0,200.0
"59076-700, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",185000,1.0,,27.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",2600000,,,600.0
"59092-300, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",226400,1.0,1.0,29.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",270000,2.0,1.0,54.0
"59066-350, Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",520000,3.0,3.0,600.0
"Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",145000,1.0,1.0,1.0
"Nossa Senhora de Nazaré, Região Oeste, Natal, Estado do Rio Grande do Norte",450000,3.0,2.0,70.0
"59108-500, Natal, Estado do Rio Grande do Norte",350000,3.0,3.0,300.0
"59082-350, Natal, Estado do Rio Grande do Norte",590000,4.0,4.0,450.0
"Felipe Camarão, Região Oeste, Natal, Estado do Rio Grande do Norte",159000,,2.0,256.0
"59056-110, Natal, Estado do Rio Grande do Norte",999000,4.0,6.0,574.0
"59158-400, Natal, Estado do Rio Grande do Norte",680000,3.0,3.0,300.0
"59094-100, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",250000,2.0,1.0,53.0
"59064-340, Natal, Estado do Rio Grande do Norte",890000,,,375.0
"59075-760, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",1600000,3.0,3.0,200.0
"59090-425, Natal, Estado do Rio Grande do Norte",220000,1.0,1.0,26.0
"Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",1400000,,4.0,800.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",2300000,3.0,5.0,208.0
"Natal, Estado do Rio Grande do Norte",580000,4.0,3.0,
"Natal, Estado do Rio Grande do Norte",650000,3.0,4.0,
"Natal, Estado do Rio Grande do Norte",579999,3.0,3.0,
"Natal, Estado do Rio Grande do Norte",269000,2.0,1.0,
"Natal, Estado do Rio Grande do Norte",265000,3.0,1.0,
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",450000,3.0,3.0,110.0
"Natal, Estado do Rio Grande do Norte",870000,3.0,4.0,
"Natal, Estado do Rio Grande do Norte",850000,3.0,3.0,
"Natal, Estado do Rio Grande do Norte",189900,2.0,1.0,
"Natal, Estado do Rio Grande do Norte",149999,3.0,1.0,
"Natal, Estado do Rio Grande do Norte",960000,3.0,5.0,
"Natal, Estado do Rio Grande do Norte",180000,3.0,1.0,
"Natal, Estado do Rio Grande do Norte",900000,4.0,4.0,
"Natal, Estado do Rio Grande do Norte",790000,3.0,3.0,
"Natal, Estado do Rio Grande do Norte",240000,2.0,1.0,
"Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",135000,2.0,1.0,60.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",430000,3.0,2.0,80.0
"Natal, Estado do Rio Grande do Norte",350000,2.0,2.0,
"Natal, Estado do Rio Grande do Norte",135000,2.0,1.0,
"Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",290000,2.0,2.0,112.0
"Natal, Estado do Rio Grande do Norte",200000,3.0,3.0,
"Natal, Estado do Rio Grande do Norte",800000,3.0,5.0,
"Natal, Estado do Rio Grande do Norte",180000,2.0,1.0,65.0
"Natal, Estado do Rio Grande do Norte",680000,3.0,2.0,
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",420000,3.0,3.0,100.0
"Natal, Estado do Rio Grande do Norte",95000,2.0,1.0,
"Natal, Estado do Rio Grande do Norte",225000,2.0,2.0,
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",190000,2.0,1.0,52.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",180000,3.0,2.0,70.0
"Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",280000,2.0,2.0,56.0
"Planalto, Região Oeste, Natal, Estado do Rio Grande do Norte",110000,2.0,2.0,56.0
"Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",295000,3.0,2.0,80.0
"Natal, Estado do Rio Grande do Norte",600000,3.0,3.0,
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",1900000,4.0,7.0,369.0
"Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",210000,2.0,1.0,49.0
"Natal, Estado do Rio Grande do Norte",185000,4.0,2.0,
"Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",1150748,4.0,5.0,156.0
"Pajuçara, Região Norte, Natal, Estado do Rio Grande do Norte",125000,2.0,1.0,52.0
"Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",320000,3.0,1.0,92.0
"Natal, Estado do Rio Grande do Norte",550000,3.0,3.0,
"Natal, Estado do Rio Grande do Norte",2350000,4.0,6.0,
"Natal, Estado do Rio Grande do Norte",120000,2.0,1.0,
"Natal, Estado do Rio Grande do Norte",275000,2.0,2.0,
"Rocas, Região Leste, Natal, Estado do Rio Grande do Norte",110000,2.0,1.0,50.0
"Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",329700,2.0,2.0,20.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",330000,2.0,2.0,56.0
"Natal, Estado do Rio Grande do Norte",105000,2.0,2.0,50.0
"Planalto, Região Oeste, Natal, Estado do Rio Grande do Norte",110000,2.0,1.0,55.0
"Natal, Estado do Rio Grande do Norte",390000,2.0,2.0,
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",420000,4.0,1.0,227.0
"Rocas, Região Leste, Natal, Estado do Rio Grande do Norte",125000,2.0,1.0,49.0
"Natal, Estado do Rio Grande do Norte",665000,3.0,4.0,
"Planalto, Região Oeste, Natal, Estado do Rio Grande do Norte",128000,2.0,2.0,53.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",324000,2.0,3.0,129.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",450000,3.0,3.0,110.0
"Natal, Estado do Rio Grande do Norte",841000,3.0,3.0,
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",190000,3.0,2.0,90.0
"Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",1200000,3.0,4.0,195.0
"Natal, Estado do Rio Grande do Norte",150000,2.0,2.0,
"Natal, Estado do Rio Grande do Norte",199000,2.0,2.0,
"Natal, Estado do Rio Grande do Norte",570000,4.0,5.0,
"Natal, Estado do Rio Grande do Norte",1290000,4.0,5.0,
"Natal, Estado do Rio Grande do Norte",100000,2.0,1.0,
"Natal, Estado do Rio Grande do Norte",650000,3.0,5.0,
"Natal, Estado do Rio Grande do Norte",189900,2.0,1.0,
"Natal, Estado do Rio Grande do Norte",1200000,5.0,6.0,
"Natal, Estado do Rio Grande do Norte",480000,3.0,5.0,
"Natal, Estado do Rio Grande do Norte",825000,4.0,5.0,
"Natal, Estado do Rio Grande do Norte",170000,3.0,2.0,
"Planalto, Região Oeste, Natal, Estado do Rio Grande do Norte",125000,2.0,1.0,43.0
"Natal, Estado do Rio Grande do Norte",370000,2.0,3.0,
"Natal, Estado do Rio Grande do Norte",290000,2.0,2.0,
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",279990,2.0,2.0,55.0
"Natal, Estado do Rio Grande do Norte",895000,3.0,2.0,
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",325000,3.0,3.0,107.0
"Natal, Estado do Rio Grande do Norte",535000,1.0,1.0,
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",420000,3.0,2.0,105.0
"Natal, Estado do Rio Grande do Norte",570000,3.0,1.0,
"Natal, Estado do Rio Grande do Norte",990000,5.0,6.0,
"Natal, Estado do Rio Grande do Norte",419999,3.0,3.0,
"Natal, Estado do Rio Grande do Norte",1200000,3.0,5.0,
"Natal, Estado do Rio Grande do Norte",1233000,4.0,5.0,
"Natal, Estado do Rio Grande do Norte",345000,2.0,1.0,
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",310000,3.0,3.0,119.0
"Natal, Estado do Rio Grande do Norte",780000,3.0,5.0,
"Natal, Estado do Rio Grande do Norte",185000,1.0,1.0,
"Natal, Estado do Rio Grande do Norte",539000,3.0,4.0,
"Natal, Estado do Rio Grande do Norte",2100000,3.0,5.0,
"Natal, Estado do Rio Grande do Norte",850000,3.0,3.0,
"Natal, Estado do Rio Grande do Norte",360000,3.0,2.0,
"Natal, Estado do Rio Grande do Norte",590000,4.0,5.0,
"Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",5000000,4.0,6.0,503.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",200000,2.0,2.0,61.0
"Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",665000,3.0,4.0,109.0
"Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",105000,2.0,1.0,65.0
"Natal, Estado do Rio Grande do Norte",250000,2.0,2.0,
"Natal, Estado do Rio Grande do Norte",368000,3.0,3.0,
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",190000,3.0,2.0,71.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",115000,2.0,1.0,65.0
"Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",910000,4.0,5.0,200.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",1000000,3.0,4.0,130.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",310000,2.0,2.0,59.0
"Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",110000,2.0,1.0,67.0
"Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",300000,3.0,2.0,75.0
"Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",299990,3.0,4.0,150.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",330000,2.0,2.0,55.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",210000,2.0,1.0,58.0
"Natal, Estado do Rio Grande do Norte",370000,3.0,3.0,
"Cidade da Esperança, Região Oeste, Natal, Estado do Rio Grande do Norte",110000,2.0,1.0,44.0
"Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",1000000,4.0,6.0,233.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",430000,3.0,3.0,109.0
"Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",230000,2.0,2.0,55.0
"Areia Preta, Região Leste, Natal, Estado do Rio Grande do Norte",1950000,,5.0,240.0
"Natal, Estado do Rio Grande do Norte",580000,3.0,4.0,
"Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",249900,2.0,2.0,55.0
"Natal, Estado do Rio Grande do Norte",280000,2.0,1.0,
"Natal, Estado do Rio Grande do Norte",350000,3.0,3.0,
"Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",105000,2.0,1.0,62.0
"Natal, Estado do Rio Grande do Norte",722695,3.0,3.0,
"Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",185000,2.0,1.0,47.0
"Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",210000,2.0,2.0,60.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",745000,3.0,5.0,142.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",230000,2.0,2.0,56.0
"Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",160000,2.0,1.0,51.0
"Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",320000,2.0,2.0,67.0
"Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",210000,3.0,2.0,70.0
"Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",105000,2.0,1.0,56.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",190000,3.0,2.0,85.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",715000,4.0,3.0,99.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",320000,3.0,1.0,80.0
"Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",520000,2.0,3.0,101.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",1200000,4.0,5.0,157.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",500000,3.0,3.0,150.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",330000,2.0,2.0,56.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",210000,1.0,1.0,50.0
"Natal, Estado do Rio Grande do Norte",550000,4.0,3.0,
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",1200000,3.0,1.0,164.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",325000,4.0,1.0,135.0
"Natal, Estado do Rio Grande do Norte",250000,2.0,1.0,
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",319900,2.0,2.0,50.0
"Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",230000,2.0,2.0,56.0
"Natal, Estado do Rio Grande do Norte",370000,3.0,3.0,
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",400000,3.0,4.0,103.0
"Natal, Estado do Rio Grande do Norte",255000,3.0,1.0,
"Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",320000,2.0,2.0,67.0
"Natal, Estado do Rio Grande do Norte",690000,3.0,1.0,
"Natal, Estado do Rio Grande do Norte",350000,2.0,2.0,
"Natal, Estado do Rio Grande do Norte",310000,2.0,2.0,
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",279000,2.0,2.0,56.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",210000,2.0,2.0,56.0
"Natal, Estado do Rio Grande do Norte",600000,3.0,3.0,
"Natal, Estado do Rio Grande do Norte",160000,2.0,1.0,
"Natal, Estado do Rio Grande do Norte",485000,3.0,2.0,
"Natal, Estado do Rio Grande do Norte",350000,2.0,2.0,
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",860000,3.0,3.0,102.0
"Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",300000,3.0,2.0,80.0
"Natal, Estado do Rio Grande do Norte",810000,3.0,1.0,
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",1250000,3.0,4.0,144.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",490000,2.0,2.0,54.0
"Lagoa Seca, Região Leste, Natal, Estado do Rio Grande do Norte",280000,3.0,2.0,80.0
"Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",1900000,7.0,7.0,384.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",490000,3.0,4.0,135.0
"Natal, Estado do Rio Grande do Norte",370000,2.0,2.0,
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",290000,2.0,2.0,56.0
"Natal, Estado do Rio Grande do Norte",655000,3.0,3.0,
"Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",480000,3.0,5.0,108.0
"Areia Preta, Região Leste, Natal, Estado do Rio Grande do Norte",250000,3.0,2.0,71.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",299000,1.0,1.0,43.0
"Natal, Estado do Rio Grande do Norte",230000,2.0,1.0,
"Natal, Estado do Rio Grande do Norte",239900,3.0,1.0,
"Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",200000,3.0,3.0,77.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",150000,1.0,1.0,60.0
"Natal, Estado do Rio Grande do Norte",130000,2.0,1.0,
"Natal, Estado do Rio Grande do Norte",970000,3.0,4.0,
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",230000,2.0,2.0,56.0
"Natal, Estado do Rio Grande do Norte",850000,2.0,4.0,
"Natal, Estado do Rio Grande do Norte",322000,3.0,2.0,75.0
"Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",100000,2.0,1.0,52.0
"Natal, Estado do Rio Grande do Norte",155000,1.0,1.0,
"Natal, Estado do Rio Grande do Norte",620000,4.0,4.0,
"Natal, Estado do Rio Grande do Norte",700000,3.0,4.0,
"Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",200000,4.0,2.0,82.0
"Natal, Estado do Rio Grande do Norte",360000,2.0,2.0,
"Natal, Estado do Rio Grande do Norte",450000,3.0,4.0,
"Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",110000,2.0,1.0,57.0
"Natal, Estado do Rio Grande do Norte",130000,1.0,1.0,
"Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",250000,2.0,3.0,86.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",330000,2.0,2.0,59.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",125000,2.0,1.0,55.0
"Alecrim, Região Leste, Natal, Estado do Rio Grande do Norte",480000,3.0,3.0,89.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",715000,3.0,2.0,100.0
"Areia Preta, Região Leste, Natal, Estado do Rio Grande do Norte",2300000,4.0,1.0,250.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",295000,2.0,2.0,53.0
"Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",133000,2.0,1.0,52.0
