endereco,preco,quartos,banheiros,area
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",399000,2.0,2.0,2.0
"59022-200, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",419006,2.0,2.0,68.0
"59066-285, Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",220000,2.0,1.0,55.0
"59022-200, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",589573,3.0,2.0,94.0
"59088-725, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",120000,2.0,1.0,57.0
"59063-400, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",340000,2.0,2.0,60.0
"59014-530, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",599999,3.0,4.0,120.0
"59073-230, Planalto, Região Oeste, Natal, Estado do Rio Grande do Norte",120000,2.0,1.0,54.0
"59133-380, Pajuçara, Região Norte, Natal, Estado do Rio Grande do Norte",131999,2.0,1.0,52.0
"59064-270, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",250000,3.0,2.0,83.0
"59063-400, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",340000,2.0,2.0,60.0
"59067-400, Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",201990,2.0,1.0,47.0
"59066-285, Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",210000,2.0,2.0,57.0
"59073-100, Planalto, Região Oeste, Natal, Estado do Rio Grande do Norte",120000,2.0,2.0,60.0
"59020-280, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",1200000,4.0,4.0,300.0
"59075-070, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",485000,3.0,3.0,94.0
"59015-350, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",689999,4.0,4.0,205.0
"59020-330, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",265000,3.0,2.0,76.0
"59012-270, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",410000,3.0,3.0,90.0
"59020-160, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",1490000,4.0,5.0,180.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",490000,4.0,4.0,201.0
"59014-540, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",748000,3.0,3.0,88.0
"59067-400, Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",120000,2.0,1.0,55.0
"59022-000, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",320000,3.0,3.0,90.0
"59020-610, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",550000,3.0,4.0,178.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",910000,3.0,5.0,266.0
"59022-460, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",495000,3.0,5.0,175.0
"59014-020, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",900000,3.0,5.0,188.0
"59015-060, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",560000,3.0,4.0,103.0
"59015-450, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",257300,1.0,1.0,44.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",350000,3.0,,95.0
"59022-040, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",245000,2.0,2.0,53.0
"59020-250, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",850000,3.0,4.0,190.0
"59065-780, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",350000,3.0,4.0,150.0
"59067-400, Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",110000,2.0,1.0,56.0
"Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",380000,3.0,4.0,238.0
"59022-450, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",340000,3.0,2.0,95.0
"59020-058, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",1100000,4.0,5.0,283.0
"59067-400, Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",261990,2.0,1.0,47.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",250000,1.0,,45.0
"59020-315, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",220000,3.0,2.0,97.0
"59090-450, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",400000,2.0,2.0,64.0
"59022-255, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",1400000,4.0,4.0,287.0
"59022-020, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",263113,2.0,1.0,55.0
"59015-060, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",560000,3.0,4.0,103.0
"Areia Preta, Região Leste, Natal, Estado do Rio Grande do Norte",220000,1.0,,53.0
"59086-640, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",260000,2.0,2.0,57.0
"Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",300000,3.0,3.0,150.0
"59014-020, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",220000,2.0,2.0,56.0
"59067-400, Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",120000,2.0,1.0,50.0
"59064-720, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",335000,2.0,2.0,57.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",500000,3.0,,100.0
"59020-330, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",275000,3.0,2.0,76.0
"Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",220000,2.0,1.0,56.0
"59088-310, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",150000,3.0,2.0,74.0
"59022-440, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",580000,3.0,4.0,124.0
"59020-055, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",1900000,4.0,6.0,164.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",300000,1.0,,78.0
"59064-490, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",650000,4.0,6.0,270.0
"59020-970, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",260000,3.0,1.0,162.0
"59022-250, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",850000,3.0,4.0,215.0
"59067-400, Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",115000,2.0,1.0,55.0
"59014-020, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",640000,4.0,5.0,208.0
"Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",240000,3.0,,60.0
"59014-540, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",748000,3.0,3.0,88.0
"59066-220, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",600000,1.0,1.0,300.0
"59022-030, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",267000,2.0,2.0,70.0
"59015-060, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",1348328,3.0,4.0,175.0
"59012-270, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",600000,3.0,4.0,118.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",680000,3.0,,99.0
"59022-180, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",380000,3.0,3.0,110.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",254900,2.0,1.0,53.0
"59067-400, Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",175000,2.0,1.0,51.0
"59012-141, Rocas, Região Leste, Natal, Estado do Rio Grande do Norte",365000,3.0,2.0,75.0
"59064-330, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",485000,3.0,3.0,87.0
"Potengi, Região Norte, Natal, Estado do Rio Grande do Norte",5000000,1.0,,1.0
"59015-090, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",770000,3.0,5.0,180.0
"59070-640, Cidade da Esperança, Região Oeste, Natal, Estado do Rio Grande do Norte",130000,2.0,1.0,60.0
"59064-585, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",580000,3.0,2.0,98.0
"59014-460, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",606926,3.0,2.0,104.0
"59012-570, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",240000,2.0,2.0,51.0
"59073-140, Planalto, Região Oeste, Natal, Estado do Rio Grande do Norte",115000,2.0,1.0,56.0
"59090-900, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",482000,3.0,3.0,98.0
"59022-250, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",320000,3.0,2.0,120.0
"59015-340, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",230090,1.0,1.0,43.0
"59020-030, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",680000,4.0,5.0,260.0
"59012-480, Ribeira, Região Leste, Natal, Estado do Rio Grande do Norte",205000,2.0,2.0,58.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",579000,2.0,2.0,55.0
"59133-365, Pajuçara, Região Norte, Natal, Estado do Rio Grande do Norte",270000,3.0,2.0,60.0
"59022-500, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",614245,3.0,3.0,108.0
"59015-110, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",500000,3.0,5.0,160.0
"59022-200, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",422501,3.0,2.0,71.0
"59073-100, Planalto, Região Oeste, Natal, Estado do Rio Grande do Norte",99990,2.0,1.0,52.0
"59015-110, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",1314999,3.0,3.0,140.0
"59065-600, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",350000,3.0,3.0,77.0
"59032-550, Alecrim, Região Leste, Natal, Estado do Rio Grande do Norte",532000,3.0,4.0,170.0
"59064-735, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",230000,2.0,2.0,96.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",750000,3.0,4.0,156.0
"59073-110, Planalto, Região Oeste, Natal, Estado do Rio Grande do Norte",102000,2.0,1.0,56.0
"59122-015, Redinha, Região Norte, Natal, Estado do Rio Grande do Norte",80000,2.0,1.0,58.0
"59014-460, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",606426,3.0,2.0,104.0
"59014-540, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",667943,3.0,2.0,88.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",380000,2.0,2.0,55.0
"59084-470, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",594490,3.0,4.0,90.0
"59064-720, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",250000,2.0,2.0,57.0
"59020-058, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",1894999,4.0,6.0,334.0
"59020-500, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",1168523,4.0,4.0,190.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",730000,3.0,2.0,79.0
"59122-650, Redinha, Região Norte, Natal, Estado do Rio Grande do Norte",150000,3.0,2.0,80.0
"59064-500, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",650000,3.0,2.0,123.0
"59088-640, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",225000,2.0,2.0,57.0
"59066-800, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",180000,2.0,2.0,54.0
"59012-360, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",6000000,4.0,5.0,480.0
"59074-858, Guarapes, Região Oeste, Natal, Estado do Rio Grande do Norte",179900,2.0,2.0,45.0
"59020-290, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",800000,3.0,4.0,119.0
"59064-720, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",335000,2.0,2.0,57.0
"59020-310, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",550000,3.0,3.0,90.0
"59022-080, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",559997,3.0,4.0,118.0
"59015-390, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",890000,4.0,6.0,245.0
"59020-130, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",950000,3.0,5.0,132.0
"59064-902, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",210000,3.0,2.0,98.0
"59064-510, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",700000,3.0,6.0,176.0
"59014-020, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",215000,2.0,2.0,54.0
"59067-400, Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",285000,2.0,2.0,55.0
"59086-005, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",400000,2.0,2.0,64.0
"59064-490, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",229999,2.0,2.0,56.0
"59010-070, Praia do Meio, Região Leste, Natal, Estado do Rio Grande do Norte",375000,2.0,3.0,104.0
"59054-600, Dix-Sept Rosado, Região Oeste, Natal, Estado do Rio Grande do Norte",390000,3.0,2.0,75.0
"59054-500, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",550000,3.0,5.0,224.0
"59063-650, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",480000,3.0,5.0,110.0
"59094-130, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",369999,2.0,2.0,60.0
"59076-030, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",190000,2.0,2.0,76.0
"Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",200000,3.0,2.0,98.0
"59014-030, Areia Preta, Região Leste, Natal, Estado do Rio Grande do Norte",465000,2.0,2.0,109.0
"59082-080, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",659999,4.0,4.0,108.0
"59092-500, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",750000,3.0,3.0,79.0
"59092-540, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",680000,4.0,5.0,132.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",240000,1.0,1.0,30.0
"59030-430, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",550000,3.0,3.0,108.0
"59092-500, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",454899,2.0,2.0,59.0
"59076-030, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",190000,2.0,1.0,85.0
"59054-380, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",420000,3.0,3.0,98.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",350000,3.0,3.0,100.0
"59022-080, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",230000,2.0,2.0,80.0
"59054-550, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",500000,3.0,4.0,168.0
"59090-175, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",420000,3.0,2.0,71.0
"59064-364, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",750000,3.0,5.0,127.0
"59020-970, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",842000,3.0,4.0,100.0
"59014-030, Areia Preta, Região Leste, Natal, Estado do Rio Grande do Norte",430000,2.0,2.0,70.0
"59092-550, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",300000,2.0,2.0,10.0
"59056-520, Nova Descoberta, Região Sul, Natal, Estado do Rio Grande do Norte",175000,2.0,1.0,62.0
"59054-500, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",384999,3.0,5.0,103.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",1450000,3.0,4.0,12.0
"59056-190, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",1090000,4.0,4.0,151.0
"59077-050, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",520000,3.0,4.0,133.0
"59022-140, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",475000,4.0,3.0,171.0
"59082-200, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",250000,2.0,2.0,54.0
"Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",550000,3.0,3.0,185.0
"59064-600, Cidade da Esperança, Região Oeste, Natal, Estado do Rio Grande do Norte",130000,2.0,1.0,50.0
"59056-590, Nova Descoberta, Região Sul, Natal, Estado do Rio Grande do Norte",295000,3.0,2.0,115.0
"59064-160, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",450000,3.0,3.0,96.0
"59082-420, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",325000,2.0,2.0,51.0
"59082-100, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",1150000,4.0,2.0,156.0
"59090-310, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",205590,2.0,1.0,74.0
"59054-725, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",255000,3.0,2.0,106.0
"59062-470, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",423490,2.0,2.0,61.0
"59082-010, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",600000,3.0,5.0,145.0
"59066-050, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",299997,2.0,2.0,55.0
"59056-450, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",870000,3.0,4.0,150.0
"59094-610, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",650000,3.0,3.0,178.0
"59062-350, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",277000,2.0,2.0,61.0
"59092-450, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",170000,1.0,1.0,38.0
"59020-580, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",500000,3.0,1.0,200.0
"59082-015, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",878688,3.0,5.0,136.0
"59080-060, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",330000,2.0,2.0,58.0
"59014-100, Areia Preta, Região Leste, Natal, Estado do Rio Grande do Norte",1899000,4.0,6.0,280.0
"59082-120, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",340490,2.0,2.0,55.0
"59064-740, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",195000,3.0,,60.0
"59082-410, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",345000,2.0,2.0,56.0
"59075-710, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",560000,3.0,1.0,103.0
"59062-360, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",665000,3.0,4.0,113.0
"59056-265, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",560000,3.0,4.0,103.0
"59064-902, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",200000,3.0,2.0,98.0
"59092-500, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",480000,2.0,1.0,59.0
"59082-230, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",300000,3.0,2.0,70.0
"59014-078, Areia Preta, Região Leste, Natal, Estado do Rio Grande do Norte",210000,2.0,2.0,55.0
"59056-180, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",549000,3.0,3.0,156.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",700000,3.0,5.0,220.0
"59075-770, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",850000,3.0,5.0,119.0
"59090-000, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",230000,1.0,1.0,27.0
"59075-200, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",190000,2.0,2.0,85.0
"59082-180, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",160000,2.0,2.0,63.0
"59073-100, Planalto, Região Oeste, Natal, Estado do Rio Grande do Norte",95000,,1.0,57.0
"59014-078, Areia Preta, Região Leste, Natal, Estado do Rio Grande do Norte",200000,2.0,2.0,55.0
"59090-420, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",750000,3.0,4.0,94.0
"59090-420, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",340000,2.0,2.0,52.0
"59062-410, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",888540,3.0,4.0,143.0
"Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",364938,2.0,2.0,59.0
"59014-060, Areia Preta, Região Leste, Natal, Estado do Rio Grande do Norte",2200000,3.0,4.0,280.0
"59090-425, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",220000,1.0,1.0,26.0
"59082-260, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",274999,2.0,1.0,55.0
"59030-580, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",240000,2.0,2.0,82.0
"59092-500, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",245000,2.0,1.0,56.0
"59056-700, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",180000,3.0,3.0,67.0
"59014-100, Areia Preta, Região Leste, Natal, Estado do Rio Grande do Norte",250000,3.0,2.0,91.0
"59063-150, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",320000,4.0,4.0,136.0
"59064-400, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",280000,3.0,2.0,100.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",200000,3.0,2.0,75.0
"59064-364, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",275000,3.0,3.0,90.0
"59056-100, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",310000,3.0,2.0,87.0
"59082-100, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",495000,3.0,2.0,82.0
"59090-415, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",440000,3.0,3.0,98.0
"Nova Descoberta, Região Sul, Natal, Estado do Rio Grande do Norte",140000,2.0,2.0,70.0
"59056-190, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",1399490,4.0,5.0,164.0
"59075-070, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",640000,2.0,2.0,119.0
"59063-370, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",330000,3.0,3.0,130.0
"59056-385, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",1590000,4.0,4.0,178.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",295000,2.0,1.0,60.0
"59082-120, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",348490,2.0,2.0,55.0
"59090-430, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",550000,2.0,2.0,55.0
"59082-120, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",341000,1.0,2.0,55.0
"59082-120, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",309000,2.0,2.0,55.0
"59064-760, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",240000,1.0,2.0,53.0
"59075-200, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",850000,3.0,3.0,103.0
"59082-140, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",520000,3.0,4.0,97.0
"59056-190, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",1199999,4.0,5.0,166.0
"59056-400, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",381000,2.0,2.0,55.0
"59014-030, Areia Preta, Região Leste, Natal, Estado do Rio Grande do Norte",445000,2.0,2.0,105.0
"59090-080, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",260000,2.0,1.0,63.0
"59063-370, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",550000,3.0,4.0,117.0
"59022-120, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",620000,3.0,2.0,82.0
"59075-770, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",849999,3.0,4.0,119.0
"59014-150, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",270000,2.0,2.0,55.0
"59062-410, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",890000,3.0,5.0,134.0
"59082-230, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",295000,3.0,2.0,80.0
"59082-300, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",249900,3.0,3.0,77.0
"59025-400, Cidade Alta, Região Leste, Natal, Estado do Rio Grande do Norte",352854,3.0,2.0,71.0
"59020-510, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",2460000,3.0,5.0,208.0
"59092-440, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",170000,1.0,1.0,46.0
"59022-080, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",225000,2.0,2.0,101.0
"59075-740, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",235000,2.0,1.0,70.0
"59080-060, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",330000,2.0,2.0,58.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",225000,2.0,2.0,57.0
"59075-770, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",590000,3.0,4.0,188.0
"59010-070, Praia do Meio, Região Leste, Natal, Estado do Rio Grande do Norte",162000,3.0,3.0,85.0
"59082-100, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",580000,3.0,4.0,89.0
"59056-045, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",257699,1.0,1.0,40.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",900000,3.0,5.0,127.0
"59082-060, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",899999,3.0,4.0,124.0
"59092-500, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",575369,3.0,1.0,79.0
"59056-450, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",1022463,4.0,5.0,144.0
"59075-450, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",150000,3.0,2.0,69.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",900000,3.0,5.0,127.0
"59056-190, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",1050000,4.0,6.0,165.0
"59091-250, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",260000,2.0,1.0,55.0
"59022-090, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",500000,3.0,3.0,152.0
"59022-600, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",560000,3.0,4.0,145.0
"59075-770, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",800000,3.0,1.0,119.0
"59080-100, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",250000,3.0,2.0,109.0
"59075-740, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",210000,2.0,1.0,70.0
"59075-770, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",950000,3.0,4.0,238.0
"59064-364, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",320000,3.0,3.0,90.0
"59052-000, Dix-Sept Rosado, Região Oeste, Natal, Estado do Rio Grande do Norte",100000,2.0,2.0,80.0
"59062-280, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",320000,3.0,4.0,150.0
"59082-140, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",279000,2.0,2.0,57.0
"59054-725, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",450000,4.0,2.0,98.0
